ticket_id,device_brand,device_model,issue_category,intake_date,finish_date,repair_status,technician_name,parts_cost,labor_cost,payment_method,warranty_provided
908,Samsung,Samsung U700,Software Issue,2026-01-06,2026-01-19,Completed,Florance Cartmill,0.0,1493,Debit Card,True
909,alcatel,alcatel Pop 2 (5),Troubleshooting,2025-11-03,,Repairing,Rollin Wherry,12730.0,2536,,True
910,ZTE,ZTE Avail,Diagnostic,2026-02-01,,Waiting on Parts,Tessa Lumbley,5184.0,1197,,False
911,Samsung,Samsung A697 Sunburst,Maintenance,2026-03-27,2026-04-06,Completed,Walsh Bartolomeotti,4600.0,2857,Cash,False
912,Lava,Lava Iris 405+,Hardware Failure,2025-07-16,,Received,,7708.0,1962,,True
913,Sony,Sony Xperia Z4v,Diagnostic,2026-01-27,2026-02-09,Unrepairable,Lorilyn Lofty,0.0,514,,False
914,Gionee,Gionee Pioneer P3S,Diagnostic,2026-02-17,2026-02-27,Unrepairable,Tessa Lumbley,0.0,551,,False
915,Allview,Allview Viva C703,Diagnostic,2026-02-08,,Repairing,Selene Clace,14596.0,735,,False
916,Karbonn,Karbonn Titanium S1 Plus,Software Issue,2026-03-10,,Diagnosing,Katha Buttner,0.0,1355,,True
917,Sony,Sony Ericsson T290,Software Issue,2025-09-16,,Received,,0.0,2504,,True
918,Cat,Cat S50,Maintenance,2025-12-18,2025-12-30,Unrepairable,Lorilyn Lofty,0.0,489,,False
919,LG,LG L1100,Troubleshooting,2025-12-01,2025-12-08,Ready for Pickup,Jessi Trinder,6150.0,617,Credit Card,True
920,Samsung,Samsung Galaxy Note20 Ultra,Hardware Failure,2025-11-19,2025-11-21,Unrepairable,Lorilyn Lofty,0.0,595,,False
921,Amoi,Amoi A203,Diagnostic,2025-10-11,,Diagnosing,Katha Buttner,11304.0,1402,,True
922,Samsung,Samsung Galaxy S10,Hardware Failure,2026-03-27,,Diagnosing,Tessy Blei,1977.0,958,,False
923,verykool,verykool s4009 Crystal,Troubleshooting,2025-05-22,,Waiting on Parts,Rollin Wherry,5830.0,1114,,False
924,Maxon,Maxon MX-C180,Troubleshooting,2025-08-29,2025-08-31,Completed,Jessi Trinder,18913.0,1341,GCash,False
925,Sony,Sony Xperia X,Diagnostic,2025-08-04,,Waiting on Parts,Rollin Wherry,14844.0,2564,,False
926,Samsung,Samsung I8200 Galaxy S III mini VE,Diagnostic,2025-12-12,,Received,Lorilyn Lofty,13370.0,932,,False
927,vivo,vivo Xplay3S,Software Issue,2025-07-11,2025-07-13,Completed,Dylan Cornwell,0.0,2099,PayPal,False
928,Bird,Bird D636,Diagnostic,2025-12-31,2026-01-04,Unrepairable,Calhoun Taye,0.0,512,,False
929,Micromax,Micromax Canvas Amaze Q395,Diagnostic,2026-04-22,,Diagnosing,Walsh Bartolomeotti,,1965,,False
930,Ericsson,Ericsson S 868,Hardware Failure,2025-11-28,2025-12-03,Unrepairable,Katha Buttner,0.0,507,,True
931,Pantech,Pantech P4000,Troubleshooting,2026-04-13,2026-04-18,Completed,Calhoun Taye,,2416,GCash,False
932,Nokia,Nokia 150,Troubleshooting,2026-01-16,2026-01-29,Completed,Tessa Lumbley,9999.0,2615,GCash,False
933,BenQ-Siemens,BenQ-Siemens SL80,Diagnostic,2026-04-05,2026-04-13,Ready for Pickup,Walsh Bartolomeotti,14557.0,1297,Cash,True
934,Celkon,Celkon C206,Maintenance,2026-03-09,,Waiting on Parts,Florance Cartmill,,500,,True
935,Oppo,Oppo Reno A,Environmental Damage,2026-03-09,2026-03-12,Ready for Pickup,Jessi Trinder,1434.0,768,PayPal,False
936,LeEco,LeEco Le Pro 3 AI Edition,Hardware Failure,2025-08-03,2025-08-06,Completed,Walsh Bartolomeotti,,913,Credit Card,True
937,Realme,Realme 5i,Hardware Failure,2025-07-24,2025-08-02,Unrepairable,Katha Buttner,0.0,536,,False
938,Vodafone,Vodafone Smart Mini,Hardware Failure,2025-06-06,2025-06-19,Ready for Pickup,Roseanne Piddlesden,3489.0,2028,PayPal,False
939,alcatel,alcatel OT-292,Maintenance,2025-06-02,2025-06-06,Ready for Pickup,Calhoun Taye,7424.0,744,Credit Card,True
940,Archos,Archos 45c Platinum,Troubleshooting,2025-11-22,2025-12-03,Ready for Pickup,Tessy Blei,14690.0,1906,GCash,False
941,Allview,Allview P9 Energy mini,Diagnostic,2025-10-19,,Repairing,Chrissy Rudsdell,12799.0,2428,,True
942,ZTE,ZTE Grand S II S291,Troubleshooting,2025-11-24,,Received,,405.0,2460,,True
943,alcatel,alcatel OT-E100,Software Issue,2025-07-25,2025-08-02,Completed,Katha Buttner,0.0,2748,Credit Card,True
944,alcatel,alcatel OT-S626A,Diagnostic,2025-08-06,2025-08-10,Ready for Pickup,Katha Buttner,17446.0,810,Credit Card,False
945,Huawei,Huawei Watch 2 2018,Software Issue,2026-02-07,,Received,Randal O'Conor,0.0,754,,False
946,Samsung,Samsung C3630,Troubleshooting,2026-02-06,2026-02-20,Completed,Jessi Trinder,,2898,Debit Card,False
947,Allview,Allview E2 Living,Hardware Failure,2026-03-16,,Repairing,Tessa Lumbley,10120.0,2523,,False
948,alcatel,alcatel Pixi 4 Plus Power,Hardware Failure,2025-12-03,2025-12-17,Completed,Randal O'Conor,13850.0,1717,PayPal,True
949,Sony,Sony Ericsson R300 Radio,Maintenance,2025-12-17,2025-12-20,Completed,Rollin Wherry,,1838,Maya,True
950,Samsung,Samsung Galaxy Note 10.1 N8000,Environmental Damage,2025-09-23,,Received,Florance Cartmill,5110.0,1086,,False
951,Xiaomi,Xiaomi Mi Mix 3 5G,Hardware Failure,2025-05-22,,Diagnosing,Dylan Cornwell,2175.0,742,,True
952,Motorola,Motorola A1000,Troubleshooting,2025-08-29,2025-09-04,Ready for Pickup,Dylan Cornwell,12937.0,1441,,True
953,Vodafone,Vodafone 533,Maintenance,2025-12-09,2025-12-14,Unrepairable,Florance Cartmill,0.0,637,,False
954,Toshiba,Toshiba G450,Hardware Failure,2025-08-25,,Received,Walsh Bartolomeotti,15000.0,2566,,False
955,Spice,Spice M-5365 Boss Killer,Environmental Damage,2025-11-22,2025-11-27,Ready for Pickup,Idalia Coomer,8325.0,2789,PayPal,False
956,ZTE,ZTE Blade X,Environmental Damage,2026-02-14,,Diagnosing,Randal O'Conor,7227.0,1085,,True
957,verykool,verykool SL5550 Maverick LTE,Software Issue,2026-03-10,,Waiting on Parts,Roseanne Piddlesden,0.0,745,,True
958,Spice,Spice M-5350,Maintenance,2025-11-09,2025-11-15,Completed,Calhoun Taye,6720.0,1590,,False
959,Samsung,Samsung E950,Environmental Damage,2025-09-14,,Waiting on Parts,Florance Cartmill,16794.0,2665,,False
960,Nokia,Nokia 9210 Communicator,Software Issue,2026-04-08,,Repairing,Juliana Cleminson,0.0,2938,,True
961,BLU,BLU Life Mark,Environmental Damage,2025-08-16,,Received,,2116.0,561,,True
962,BLU,BLU Vivo XL3 Plus,Hardware Failure,2025-07-26,2025-08-08,Completed,Walsh Bartolomeotti,13000.0,2807,PayPal,True
963,Telit,Telit t420,Maintenance,2026-03-15,,Diagnosing,Florance Cartmill,12259.0,2266,,True
964,Karbonn,Karbonn K65 Buzz,Diagnostic,2026-04-25,2026-05-04,Unrepairable,Randal O'Conor,0.0,666,,True
965,Huawei,Huawei MediaPad 7 Lite,Maintenance,2025-10-09,2025-10-12,Ready for Pickup,Roseanne Piddlesden,9286.0,1305,,True
966,Sony,Sony Xperia Z,Maintenance,2025-06-02,,Repairing,Roseanne Piddlesden,5386.0,813,,False
967,Xiaomi,Xiaomi Mi 4c,Troubleshooting,2026-01-16,2026-01-19,Ready for Pickup,Katha Buttner,6661.0,1665,Cash,False
968,Nokia,Nokia Lumia 710 T-Mobile,Troubleshooting,2025-12-06,2025-12-07,Ready for Pickup,Tedda Bewlie,,2349,,True
969,Nokia,Nokia C1 Plus,Diagnostic,2025-10-05,,Repairing,Katha Buttner,1505.0,581,,False
970,BLU,BLU Energy JR,Hardware Failure,2026-01-23,,Received,Jessi Trinder,12114.0,2965,,False
971,Samsung,Samsung U320 Haven,Hardware Failure,2025-07-13,,Received,Jessi Trinder,888.0,1402,,False
972,VK,VK Mobile VK4000,Hardware Failure,2025-09-12,2025-09-25,Ready for Pickup,Florance Cartmill,10937.0,2185,Debit Card,False
973,Samsung,Samsung T459 Gravity,Maintenance,2025-10-01,2025-10-14,Completed,Rollin Wherry,4482.0,1378,GCash,False
974,Pantech,Pantech Vega Racer 2 IM-A830L,Software Issue,2025-06-14,2025-06-24,Ready for Pickup,Abran Scrimshire,0.0,2429,GCash,True
975,BlackBerry,BlackBerry Z20,Environmental Damage,2025-05-22,,Received,,707.0,1048,,False
976,LG,LG W10 Alpha,Hardware Failure,2025-07-28,2025-08-01,Completed,Chrissy Rudsdell,3167.0,1543,,True
977,BLU,BLU Advance 4.0 L,Maintenance,2026-01-13,2026-01-18,Completed,Idalia Coomer,10122.0,1852,,True
978,LG,LG Optimus S,Hardware Failure,2025-10-04,2025-10-11,Ready for Pickup,Florance Cartmill,16568.0,2555,,False
979,Microsoft,Microsoft Lumia 540 Dual SIM,Software Issue,2025-07-23,2025-08-05,Ready for Pickup,Opalina Jeannesson,0.0,2197,Maya,False
980,Honor,Honor 30 Pro,Environmental Damage,2026-02-17,2026-02-27,Ready for Pickup,Randal O'Conor,13373.0,2290,Cash,False
981,BlackBerry,BlackBerry DTEK60,Environmental Damage,2026-04-09,,Repairing,Lorilyn Lofty,18995.0,812,,False
982,Motorola,Motorola C116,Software Issue,2025-10-25,2025-11-04,Completed,Idalia Coomer,0.0,1658,,True
983,Qtek,Qtek 9100,Diagnostic,2025-07-19,,Diagnosing,Jessi Trinder,13875.0,1333,,True
984,Sony,Sony Ericsson K510,Hardware Failure,2025-05-12,,Received,Idalia Coomer,6738.0,814,,True
985,BLU,BLU Dash M2,Environmental Damage,2025-12-01,2025-12-09,Ready for Pickup,Katha Buttner,13273.0,901,,False
986,Allview,Allview X3 Soul Lite,Hardware Failure,2025-08-22,2025-08-29,Completed,Lorilyn Lofty,3264.0,1141,PayPal,False
987,Kyocera,Kyocera E4600,Troubleshooting,2025-12-26,2026-01-02,Ready for Pickup,Chrissy Rudsdell,6381.0,1882,PayPal,False
988,XOLO,XOLO Q900s,Maintenance,2025-09-19,,Diagnosing,Florance Cartmill,7877.0,2693,,False
989,ZTE,ZTE V887,Hardware Failure,2025-12-21,,Diagnosing,Walsh Bartolomeotti,13975.0,2021,,True
990,VK,VK Mobile VK4000,Software Issue,2026-04-04,,Diagnosing,Walsh Bartolomeotti,0.0,1647,,True
991,Motorola,Motorola XT928,Software Issue,2026-02-27,2026-03-12,Ready for Pickup,Opalina Jeannesson,0.0,2930,,True
992,ZTE,ZTE E N72,Hardware Failure,2025-12-21,2026-01-01,Unrepairable,Opalina Jeannesson,0.0,352,,False
993,Celkon,Celkon Campus Prime,Troubleshooting,2026-03-17,,Diagnosing,Rollin Wherry,10102.0,2117,,False
994,BenQ-Siemens,BenQ-Siemens CF61,Hardware Failure,2025-10-30,2025-11-10,Completed,Tessa Lumbley,12314.0,2390,Credit Card,False
995,Karbonn,Karbonn Titanium Mach Two S360,Maintenance,2026-04-24,,Waiting on Parts,Opalina Jeannesson,12236.0,1191,,False
996,HTC,HTC One SV,Environmental Damage,2025-07-18,,Repairing,Osbourne O'Connolly,921.0,2448,,False
997,Sony,Sony Ericsson K510,Diagnostic,2025-05-04,2025-05-18,Ready for Pickup,Tessa Lumbley,,2893,PayPal,True
998,Samsung,Samsung Gear 2,Maintenance,2025-12-26,,Diagnosing,Randal O'Conor,10286.0,2336,,False
999,Meizu,Meizu E2,Diagnostic,2025-12-11,,Waiting on Parts,Dylan Cornwell,,1838,,True
1000,Celkon,Celkon AR50,Hardware Failure,2025-11-11,,Waiting on Parts,Tessy Blei,6294.0,1947,,False
